Date,AC.PA,ACA.PA,AI.PA,AIR.PA,BN.PA,BNP.PA,CA.PA,CAP.PA,CS.PA,DG.PA,DSY.PA,EDEN.PA,EL.PA,EN.PA,ENGI.PA,ERF.PA,GLE.PA,HO.PA,KER.PA,LR.PA,MC.PA,ML.PA,MT.AS,OR.PA,ORA.PA,PUB.PA,RI.PA,RMS.PA,RNO.PA,SAF.PA,SAN.PA,SGO.PA,STLAP.PA,STMPA.PA,SU.PA,TEP.PA,TTE.PA,URW.PA,VIE.PA,VIV.PA
2020-01-02,39.64787673950195,9.573107719421387,95.13450622558594,128.35714721679688,62.225372314453125,37.12882614135742,12.773987770080566,102.72244262695312,19.155061721801758,83.94979858398438,28.780378341674805,42.147762298583984,124.4422378540039,29.544883728027344,10.871222496032715,48.081478118896484,26.01694679260254,84.46361541748047,518.7188110351562,65.13065338134766,389.2322998046875,23.112743377685547,14.837248802185059,243.28871154785156,9.571908950805664,30.27448081970215,141.7587432861328,649.9548950195312,40.01771545410156,133.7545166015625,74.55452728271484,32.95361328125,3.6266250610351562,23.870193481445312,83.40928649902344,195.1997528076172,35.63806915283203,,19.27680206298828,8.63548469543457
2020-01-03,39.125694274902344,9.515023231506348,94.83415985107422,128.85702514648438,62.76368713378906,36.68532943725586,12.825185775756836,102.81494903564453,19.162586212158203,83.42850494384766,29.00507164001465,42.138675689697266,124.03260040283203,29.177581787109375,10.867524147033691,47.74824523925781,25.753944396972656,85.5359878540039,521.234375,65.00666809082031,389.18585205078125,22.97421646118164,14.302995681762695,243.01242065429688,9.633661270141602,30.34890365600586,142.5101776123047,654.2169799804688,39.368263244628906,134.14334106445312,75.01728820800781,32.3789176940918,3.6266250610351562,23.66798973083496,83.19416809082031,195.37832641601562,36.04227066040039,,19.37346649169922,8.655223846435547
2020-01-06,38.21425247192383,9.420635223388672,94.1959228515625,128.29945373535156,62.881439208984375,36.505157470703125,12.825185775756836,101.10368347167969,18.910545349121094,83.00806427001953,28.819454193115234,42.293128967285156,123.89604187011719,28.726106643676758,10.878622055053711,47.091285705566406,25.544361114501953,86.37210083007812,512.4732666015625,64.9535140991211,385.51776123046875,22.963560104370117,14.064923286437988,242.18368530273438,9.582806587219238,30.587045669555664,142.5101776123047,648.79248046875,39.49242401123047,132.6366424560547,75.48831939697266,32.07598114013672,3.6266250610351562,23.138397216796875,83.08661651611328,194.66395568847656,36.56420135498047,,19.26068878173828,8.513766288757324
2020-01-07,38.30918884277344,9.398852348327637,93.78294372558594,126.89590454101562,62.292659759521484,36.49129867553711,12.927581787109375,101.1499252319336,19.027162551879883,82.43629455566406,29.05391502380371,41.757083892822266,124.76084899902344,29.07045555114746,11.015482902526855,47.186500549316406,25.856679916381836,86.15399169921875,517.2440795898438,64.6169662475586,386.30712890625,23.027498245239258,14.117413520812988,239.05279541015625,9.590069770812988,31.450328826904297,141.935546875,656.9290771484375,40.886837005615234,133.85171508789062,75.223876953125,31.946786880493164,3.6266250610351562,23.71613121032715,82.74601745605469,195.1997528076172,36.324989318847656,,19.091524124145508,8.503897666931152
2020-01-08,38.356666564941406,9.442418098449707,93.85803985595703,129.1838836669922,61.031002044677734,36.5744514465332,12.944648742675781,100.87242126464844,19.019638061523438,84.01708221435547,29.40561294555664,42.356727600097656,126.44497680664062,29.055145263671875,11.000687599182129,46.596187591552734,26.111467361450195,87.40811157226562,518.111572265625,64.51069641113281,388.90728759765625,23.496356964111328,14.284250259399414,240.52615356445312,9.524682998657227,31.398235321044922,140.96307373046875,662.740966796875,40.71969223022461,133.6573028564453,75.48005676269531,31.986879348754883,3.6266250610351562,23.687246322631836,82.96113586425781,198.5929718017578,36.419227600097656,,18.994857788085938,8.471000671386719
2020-01-09,38.52756118774414,9.449677467346191,94.23347473144531,129.70298767089844,61.148746490478516,36.31113052368164,12.957448959350586,100.87242126464844,18.997068405151367,83.17622375488281,29.7866153717041,43.02906036376953,128.4932098388672,29.055145263671875,10.956299781799316,46.424808502197266,26.123794555664062,87.69892883300781,516.8970947265625,64.49298858642578,394.2004699707031,23.602916717529297,14.246758460998535,241.99948120117188,9.55374526977539,31.2717227935791,141.18409729003906,665.4530639648438,40.184852600097656,135.55279541015625,76.02545928955078,31.79977035522461,3.6266250610351562,24.264986038208008,82.27995300292969,200.55746459960938,36.21624755859375,,19.139860153198242,8.543373107910156
2020-01-10,38.4326171875,9.348029136657715,94.45873260498047,129.2223358154297,61.06464385986328,36.14481735229492,12.812385559082031,101.98242950439453,19.076066970825195,83.5966567993164,30.08946418762207,42.80192184448242,128.35665893554688,28.79497528076172,10.915611267089844,46.55810546875,25.836132049560547,87.17182922363281,513.6010131835938,64.13872528076172,393.4111022949219,23.645540237426758,13.984317779541016,243.01242065429688,9.531949043273926,31.197296142578125,140.47683715820312,667.3903198242188,39.96040725708008,134.62936401367188,76.62044525146484,31.381000518798828,3.6266250610351562,23.812421798706055,82.58468627929688,198.05722045898438,36.08938980102539,,19.615131378173828,8.520345687866211
2020-01-13,38.29969787597656,9.333508491516113,94.7966079711914,129.895263671875,60.778656005859375,35.98543930053711,12.842251777648926,103.50869750976562,19.061017990112305,83.86572265625,30.187156677246094,43.15625762939453,126.35395050048828,28.993925094604492,10.948901176452637,46.7675666809082,25.836132049560547,87.95338439941406,515.0756225585938,63.80217742919922,396.2898254394531,23.613571166992188,14.26925277709961,241.72325134277344,9.484724998474121,32.060585021972656,143.9246826171875,667.9714965820312,38.83341979980469,133.60870361328125,76.08330535888672,31.781944274902344,3.6266250610351562,24.024259567260742,82.33373260498047,198.5929718017578,35.92628860473633,,19.639301300048828,8.454551696777344
2020-01-14,38.93581008911133,9.380702018737793,95.35975646972656,129.8760528564453,60.0553092956543,36.1517448425293,12.884918212890625,105.68247985839844,18.571985244750977,84.42068481445312,30.08946418762207,43.201683044433594,127.30977630615234,29.353580474853516,10.956299781799316,46.653316497802734,25.836132049560547,87.6625747680664,516.646240234375,64.49298858642578,400.2364196777344,23.634885787963867,14.184898376464844,242.92034912109375,9.47382640838623,32.298728942871094,146.4884490966797,677.6578979492188,38.680606842041016,133.7545166015625,75.4222183227539,32.026973724365234,3.6266250610351562,24.139808654785156,83.0149154663086,197.34283447265625,35.636329650878906,,19.961517333984375,8.322964668273926
2020-01-15,38.52756118774414,9.26816177368164,95.2095947265625,129.06849670410156,60.93006134033203,35.31326675415039,12.820919036865234,106.28373718261719,18.192045211791992,84.54680633544922,30.490005493164062,43.319793701171875,129.35804748535156,29.208189010620117,11.022879600524902,47.20553970336914,25.437515258789062,87.53533935546875,518.82763671875,64.2627182006836,400.6544189453125,23.08077621459961,13.755619049072266,248.0771026611328,9.466562271118164,32.030818939208984,147.8587188720703,686.3756103515625,38.203067779541016,135.3583984375,75.7940673828125,31.563650131225586,3.6266250610351562,23.706504821777344,82.76394653320312,200.55746459960938,35.215877532958984,,20.251516342163086,8.296646118164062
